team_display,team,fifa_merge_name,fifa_team_name,fifa_rank,fifa_points,fifa_prev_rank,fifa_ranking_movement,fifa_country_code,fifa_confederation,fifa_rated_matches,fifa_ranking_source,fifa_ranking_last_update,fifa_ranking_next_update,squad_value_m,squad_value_source,avg_player_rating,top5_player_rating,rating_source,star_name,star_rating,star_available,star_source,injury_count,injury_source,data_quality,notes,elo_rating,goals_for_roll10,goals_against_roll10,points_roll10,fifa_id_team,fifa_ranking_schedule_id,fifa_ranking_source_url,tm_merge_name,tm_team_name_raw,tm_squad_size,tm_avg_age,tm_wc_participations,tm_foreigners_percent,tm_market_value_raw,tm_market_value_m_eur,tm_avg_market_value_raw,tm_avg_market_value_m_eur,tm_source_url,fifa_points_numeric,squad_value_numeric,fifa_points_z,squad_value_z,avg_rating_z,top5_rating_z,star_rating_z,official_fifa_strength_score,squad_only_strength_score,squad_strength_score,squad_strength_method
IR Iran,Iran,IR Iran,IR Iran,21,1615.300338,20.0,-1.0,IRN,AFC,54,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,32.05,Transfermarkt World Cup 2026 participants page,73.6,77.0,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,78.3,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,1888.720390738113,1.7,0.6,1.7,43817,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,Iran,Iran,26,30.4,7,34.6 %,€32.05m,32.05,€1.23m,1.23,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1615.300338,32.05,0.2265774841348221,-0.881060010007252,-0.7188060795917615,-0.8589824137501905,-0.9571647691848555,0.2265774841348221,-0.8556094185493821,-0.27345686656228524,fifa_points_55_transfermarkt_value_30_rating_proxy_15
New Zealand,New Zealand,New Zealand,New Zealand,85,1281.566939,85.0,0.0,NZL,OFC,45,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,34.35,Transfermarkt World Cup 2026 participants page,69.5,73.0,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,75.0,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,1718.841883589948,0.8,1.9,0.4,43978,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,New Zealand,New Zealand,26,28.1,3,69.2 %,€34.35m,34.35,€1.32m,1.32,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1281.566939,34.35,-1.9037277774520163,-0.8748939119620267,-1.5383949351170103,-1.5283193595295588,-1.4816023321003893,-1.9037277774520163,-1.2292854691272843,-1.5364305037451926,fifa_points_55_transfermarkt_value_30_rating_proxy_15
Egypt,Egypt,Egypt,Egypt,29,1563.241764,31.0,2.0,EGY,CAF,72,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,116.48,Transfermarkt World Cup 2026 participants page,74.8,79.0,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,80.8,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,1785.942191985814,1.4,0.5,2.1,43855,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,Egypt,Egypt,26,29.1,4,34.6 %,€116.48m,116.48,€4.48m,4.48,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1563.241764,116.48,-0.10572564895048114,-0.6547105935036117,-0.47892641455998036,-0.5243139408605063,-0.5598635851579357,-0.10572564895048114,-0.579247375934413,-0.33498685831779557,fifa_points_55_transfermarkt_value_30_rating_proxy_15
Uruguay,Uruguay,Uruguay,Uruguay,17,1673.068603,17.0,0.0,URU,CONMEBOL,52,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,359.3,Transfermarkt World Cup 2026 participants page,79.7,85.2,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,87.8,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,1944.7720820221,1.0,0.9,1.6,43930,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,Uruguay,Uruguay,26,28.8,16,100.0 %,€359.30m,359.3,€13.82m,13.82,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1673.068603,359.3,0.5953270286844302,-0.0037314946594338228,0.5005822176531245,0.5131583250975151,0.5525797301174398,0.5953270286844302,0.28395589547099864,0.40525523639423,fifa_points_55_transfermarkt_value_30_rating_proxy_15
Cabo Verde,Cape Verde,Cabo Verde,Cabo Verde,69,1366.125478,67.0,-2.0,CPV,CAF,53,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,54.5,Transfermarkt World Cup 2026 participants page,71.0,74.8,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,76.3,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,1673.2507397199297,1.7,1.0,1.7,43850,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,Cape Verde,Cape Verde,26,29.7,1,100.0 %,€54.50m,54.5,€2.10m,2.1,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1366.125478,54.5,-1.3639690925749428,-0.8208735312614659,-1.2385453538272848,-1.2271177339288435,-1.2750057164063913,-1.3639690925749428,-1.053776564079844,-1.1829071195078624,fifa_points_55_transfermarkt_value_30_rating_proxy_15
Spain,Spain,Spain,Spain,2,1876.395199,1.0,-1.0,ESP,UEFA,55,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,1220.0,Transfermarkt World Cup 2026 participants page,85.4,91.0,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,93.0,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,2140.464275709865,2.7,0.5,2.2,43969,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,Spain,Spain,26,26.8,18,34.6 %,€1.22bn,1220.0,€47.03m,47.03,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1876.395199,1220.0,1.893212462318664,2.303729630351619,1.6400106265540826,1.4836968964775987,1.3789661928934334,1.893212462318664,1.86826476719858,1.9497037426731827,fifa_points_55_transfermarkt_value_30_rating_proxy_15
Saudi Arabia,Saudi Arabia,Saudi Arabia,Saudi Arabia,61,1421.427596,61.0,0.0,KSA,AFC,73,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,40.68,Transfermarkt World Cup 2026 participants page,71.0,74.7,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,76.1,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,1677.9949496637107,1.0,1.5,1.2,43835,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,Saudi Arabia,Saudi Arabia,26,28.5,7,3.8 %,€40.68m,40.68,€1.56m,1.56,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1421.427596,40.68,-1.010961592260908,-0.8579237377766892,-1.2385453538272848,-1.2438511575733269,-1.3067898111285454,-1.010961592260908,-1.0785634559489143,-1.003130603390266,fifa_points_55_transfermarkt_value_30_rating_proxy_15
Norway,Norway,Norway,Norway,31,1550.943159,32.0,1.0,NOR,UEFA,46,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,589.9,Transfermarkt World Cup 2026 participants page,80.2,86.5,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,89.6,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,1917.633747283176,3.1,0.7,2.3,43961,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,Norway,Norway,26,26.8,4,84.6 %,€589.90m,589.9,€22.69m,22.69,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1550.943159,589.9,-0.18423077615735858,0.6144868571792426,0.6005320780830331,0.7306928324758093,0.8386365826168216,-0.18423077615735858,0.6685595552349508,0.19802024264564755,fifa_points_55_transfermarkt_value_30_rating_proxy_15
France,France,France,France,1,1877.322731,3.0,2.0,FRA,UEFA,56,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,1520.0,Transfermarkt World Cup 2026 participants page,86.0,91.0,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,93.0,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,2092.1195967806043,2.4,0.8,2.5,43946,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,France,France,26,27.0,17,73.1 %,€1.52bn,1520.0,€58.58m,58.58,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1877.322731,1520.0,1.8991331352444505,3.1080032884244853,1.7599504590699717,1.4836968964775987,1.3789661928934334,1.8991331352444505,2.2541758798345475,2.1942422102042247,fifa_points_55_transfermarkt_value_30_rating_proxy_15
Senegal,Senegal,Senegal,Senegal,14,1688.988837,12.0,-2.0,SEN,CAF,84,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,478.1,Transfermarkt World Cup 2026 participants page,81.5,87.5,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,90.4,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,1899.5416623731187,1.9,0.9,2.2,43879,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,Senegal,Senegal,26,27.1,4,100.0 %,€478.10m,478.1,€18.39m,18.39,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1688.988837,478.1,0.6969499359436885,0.3147608739374212,0.8604017152007948,0.8980270689206514,0.9657729615054377,0.6969499359436885,0.6381940943219444,0.6158420819175922,fifa_points_55_transfermarkt_value_30_rating_proxy_15
Iraq,Iraq,Iraq,Iraq,57,1447.135319,58.0,1.0,IRQ,AFC,63,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,21.2,Transfermarkt World Cup 2026 participants page,70.2,73.4,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,75.0,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,1748.1676789522703,1.1,0.8,1.8,43818,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,Iraq,Iraq,26,27.2,2,61.5 %,€21.20m,21.2,€815k,0.815,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1447.135319,21.2,-0.8468626506074329,-0.910147907307554,-1.3984651305151379,-1.461385664951621,-1.4816023321003893,-0.8468626506074329,-1.2037770671968095,-0.9590375131265358,fifa_points_55_transfermarkt_value_30_rating_proxy_15
Argentina,Argentina,Argentina,Argentina,3,1874.814835,2.0,-1.0,ARG,CONMEBOL,58,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,800.5,Transfermarkt World Cup 2026 participants page,84.1,90.5,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,93.0,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,2140.289456135901,2.5,0.4,2.5,43922,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,Argentina,Argentina,26,29.1,20,92.3 %,€800.50m,800.5,€30.79m,30.79,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1874.814835,800.5,1.8831245965116736,1.1790869651463947,1.3801409894363181,1.4000297782551776,1.3789661928934334,1.8831245965116736,1.293468216788192,1.5983959050955285,fifa_points_55_transfermarkt_value_30_rating_proxy_15
Austria,Austria,Austria,Austria,24,1593.447673,24.0,0.0,AUT,UEFA,50,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,242.2,Transfermarkt World Cup 2026 participants page,77.7,82.8,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,85.1,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,1849.37244727867,2.7,0.4,2.5,43934,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,Austria,Austria,25,28.6,9,88.0 %,€242.20m,242.2,€9.69m,9.69,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1593.447673,242.2,0.08708635927681888,-0.3176663125272093,0.10078277593349036,0.11155615762989314,0.12349445136836591,0.08708635927681888,-0.08195788621931258,-0.03007205782450478,fifa_points_55_transfermarkt_value_30_rating_proxy_15
Jordan,Jordan,Jordan,Jordan,63,1391.4544,64.0,1.0,JOR,AFC,60,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,20.0,Transfermarkt World Cup 2026 participants page,69.5,72.7,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,75.0,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,1768.299301040346,1.9,1.6,1.7,43820,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,Jordan,Jordan,25,28.8,1,56.0 %,€20.00m,20.0,€800k,0.8,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1391.4544,20.0,-1.2022881341554261,-0.9133650019398455,-1.5383949351170103,-1.578519630463011,-1.4816023321003893,-1.2022881341554261,-1.2566375138039931,-1.1672000540187588,fifa_points_55_transfermarkt_value_30_rating_proxy_15
Algeria,Algeria,Algeria,Algeria,28,1564.2567,28.0,0.0,ALG,CAF,81,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,256.9,Transfermarkt World Cup 2026 participants page,77.4,82.6,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,85.0,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,1871.9052069253592,1.9,0.4,2.3,43843,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,Algeria,Algeria,26,26.9,5,88.5 %,€256.90m,256.9,€9.88m,9.88,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1564.2567,256.9,-0.09924705403773917,-0.2782569032816389,0.0408128596755458,0.07808931034092424,0.10760240400729003,-0.09924705403773917,-0.08529481187234997,-0.12487389947079129,fifa_points_55_transfermarkt_value_30_rating_proxy_15
Portugal,Portugal,Portugal,Portugal,5,1763.834406,6.0,1.0,POR,UEFA,55,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,1010.0,Transfermarkt World Cup 2026 participants page,84.7,91.0,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,93.0,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,1996.6910696129048,2.6,1.0,2.1,43963,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,Portugal,Portugal,26,28.0,10,80.8 %,€1.01bn,1010.0,€38.67m,38.67,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1763.834406,1010.0,1.1747082601776992,1.740738069700613,1.50008082195221,1.4836968964775987,1.3789661928934334,1.1747082601776992,1.5869326039852525,1.38562896330035,fifa_points_55_transfermarkt_value_30_rating_proxy_15
Uzbekistan,Uzbekistan,Uzbekistan,Uzbekistan,50,1465.342534,52.0,2.0,UZB,AFC,51,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,85.33,Transfermarkt World Cup 2026 participants page,73.0,77.2,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,78.9,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,1817.7980234315723,1.3,0.7,1.6,44005,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,Uzbekistan,Uzbekistan,26,28.5,1,42.3 %,€85.33m,85.33,€3.28m,3.28,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1465.342534,85.33,-0.7306413613101559,-0.738221008333511,-0.8387459121076505,-0.8255155664612216,-0.8618124850183934,-0.7306413613101559,-0.7943236222166135,-0.748961232117681,fifa_points_55_transfermarkt_value_30_rating_proxy_15
Colombia,Colombia,Colombia,Colombia,13,1693.089319,14.0,1.0,COL,CONMEBOL,55,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,302.35,Transfermarkt World Cup 2026 participants page,79.8,85.1,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,87.6,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,2018.8267068785929,2.4,1.1,2.0,43926,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,Colombia,Colombia,26,30.1,7,96.2 %,€302.35m,302.35,€11.63m,11.63,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1693.089319,302.35,0.7231243566214396,-0.15640944408359955,0.5205721897391051,0.4964249014530295,0.5207956353952857,0.7231243566214396,0.2111345137101,0.42647783483177926,fifa_points_55_transfermarkt_value_30_rating_proxy_15
Congo DR,DR Congo,Congo DR,Congo DR,46,1478.350424,48.0,2.0,COD,CAF,61,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,143.9,Transfermarkt World Cup 2026 participants page,73.8,78.2,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,80.1,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,1754.4772124131057,1.1,0.3,2.1,20014,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,Democratic Republic of the Congo,Democratic Republic of the Congo,26,29.1,1,100.0 %,€143.90m,143.9,€5.53m,5.53,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1478.350424,143.9,-0.6476086873489171,-0.5811999811557518,-0.6788261354197974,-0.6581813300163796,-0.6711079166854736,-0.6476086873489171,-0.6296076721101448,-0.6299183012245416,fifa_points_55_transfermarkt_value_30_rating_proxy_15
England,England,England,England,4,1825.965482,4.0,0.0,ENG,UEFA,56,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,1360.0,Transfermarkt World Cup 2026 participants page,85.3,91.0,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,93.0,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,2038.58819040928,2.2,0.5,2.2,43942,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,England,England,26,27.2,17,19.2 %,€1.36bn,1360.0,€52.43m,52.43,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1825.965482,1360.0,1.5713067382067203,2.67905733745229,1.620020654468099,1.4836968964775987,1.3789661928934334,1.5713067382067203,2.033164240976685,1.8852539065418148,fifa_points_55_transfermarkt_value_30_rating_proxy_15
Ghana,Ghana,Ghana,Ghana,74,1346.311722,72.0,-2.0,GHA,CAF,64,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,234.35,Transfermarkt World Cup 2026 participants page,74.0,79.0,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,81.2,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,1630.16653340383,1.1,1.4,1.1,43860,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,Ghana,Ghana,26,27.0,5,96.2 %,€234.35m,234.35,€9.01m,9.01,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1346.311722,234.35,-1.4904453421354424,-0.33871147324678264,-0.6388461912478335,-0.5243139408605063,-0.49629539571362763,-1.4904453421354424,-0.4594964987397643,-0.9986045440202603,fifa_points_55_transfermarkt_value_30_rating_proxy_15
Panama,Panama,Panama,Panama,33,1540.644228,33.0,0.0,PAN,CONCACAF,65,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,34.55,Transfermarkt World Cup 2026 participants page,72.6,76.2,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,77.6,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,1825.7008489499096,1.8,1.5,1.8,43914,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,Panama,Panama,26,30.4,2,92.3 %,€34.55m,34.55,€1.33m,1.33,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1540.644228,34.55,-0.24997147506181375,-0.8743577295233115,-0.9187058004515785,-0.9928498029060637,-1.0684091007123935,-0.24997147506181375,-0.9360334640638777,-0.5524970654672171,fifa_points_55_transfermarkt_value_30_rating_proxy_15
Croatia,Croatia,Croatia,Croatia,11,1717.066402,11.0,0.0,CRO,UEFA,55,FIFA official API,2026-04-01T11:55:29.435Z,2026-06-11T00:00:00.000Z,387.3,Transfermarkt World Cup 2026 participants page,81.1,86.8,proxy_from_fifa_points_and_transfermarkt_market_value,to_be_filled,89.5,1,not_final_squad_assumption,0,not_final_squad_assumption,official_fifa_transfermarkt_value_rating_proxy_injury_assumption,,1944.0181825925777,2.2,1.0,2.2,43938,FRS_Male_Football_20260119,https://api.fifa.com/api/v3/fifarankings/rankings/rankingsbyschedule?rankingScheduleId=FRS_Male_Football_20260119,Croatia,Croatia,26,28.3,7,92.3 %,€387.30m,387.3,€14.90m,14.9,https://www.transfermarkt.us/world-cup/teilnehmer/pokalwettbewerb/FIWC,1717.066402,387.3,0.876176182496393,0.07133404676070035,0.7804418268568668,0.7808931034092615,0.8227445352557456,0.876176182496393,0.4677789873839027,0.6225236515049397,fifa_points_55_transfermarkt_value_30_rating_proxy_15
